,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
302,Renault Duster 85PS Diesel RxL,2015,474938.97332206584,75000,Diesel,Dealer,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0
303,Maruti 800 AC,2009,85691.69843380358,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
304,Mahindra Bolero 2011-2019 EX AC,2017,577564.4364230796,70000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
305,Nissan Terrano XE 85 PS,2016,579101.0088076922,35000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
306,Mahindra Bolero Power Plus ZLX,2019,934434.4977357009,14000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0
307,Maruti Wagon R LXI,2004,135470.8146330683,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
308,Maruti Swift Dzire VDI,2014,404694.66054496076,90000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
309,Maruti Wagon R VXI Optional,2015,307398.4008057456,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
310,Hyundai i20 2015-2017 Magna 1.2,2016,406765.90364958387,29000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
311,Maruti Celerio VXI AT,2014,324155.3079909722,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
312,Honda City VX CVT,2019,1171849.9261604522,20000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0
313,Honda Brio S MT,2012,303734.558024933,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
314,Ford Ecosport 1.5 Ti VCT MT Titanium,2015,386607.9549440076,20000,Petrol,Individual,Manual,Second Owner,15.8 kmpl,1499 CC,110 bhp,140Nm@ 4400rpm,5.0
315,Hyundai EON Sportz,2013,187858.62321510405,50000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
316,Tata Indigo eCS LX TDI BSIII,2012,152233.22021727232,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
317,Tata Zest Quadrajet 1.3 XT,2018,512933.09753581666,70000,Diesel,Individual,Manual,First Owner,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm,5.0
318,Maruti Swift Dzire VDI,2015,483277.11876234744,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
319,Hyundai Xcent 1.1 CRDi SX Option,2017,501639.31230498856,70000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
320,Tata Tiago 1.2 Revotron XZ,2017,323371.83432600053,42000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
321,Hyundai Creta 1.6 SX Automatic,2016,651198.4363745437,40000,Petrol,Dealer,Automatic,First Owner,14.8 kmpl,1591 CC,121.3 bhp,151NM@ 4850rpm,5.0
322,Maruti Swift VXI Deca,2016,438859.1886591104,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
323,Tata Indigo Grand Petrol,2008,118254.85985838894,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85 kmpl,1396 CC,99.6 bhp,124Nm@ 3500rpm,5.0
324,Tata Sumo EX,2016,642829.9051153478,63000,Diesel,Dealer,Manual,First Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,9.0
325,Mahindra Scorpio EX,2011,324456.06832428393,120000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8.0
326,Skoda Rapid 1.5 TDI AT Style Plus,2016,694391.0520443051,99000,Diesel,Dealer,Automatic,First Owner,21.66 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0
327,Hyundai Verna 1.4 CRDi,2015,456882.5537006513,248000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5.0
328,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,709849.6732285947,45000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
329,Maruti Ertiga SHVS VDI,2015,655944.563156933,40000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
330,Maruti Zen LX,1999,89708.40785550531,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
331,Maruti Swift AMT VVT VXI,2019,951228.4519970327,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
332,Maruti Alto K10 2010-2014 VXI,2011,185835.85849599252,50000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
333,Tata Indica V2 DLS TC,2008,143460.1182617712,40000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0
334,Chevrolet Aveo U-VA 1.2 LT,2007,103412.11820225003,60000,Petrol,Individual,Manual,Third Owner,14.7 kmpl,1150 CC,76 bhp,"11.2@ 4,400(kgm@ rpm)",5.0
335,Maruti Baleno Zeta 1.3,2015,434160.36771739536,70000,Diesel,Individual,Manual,Second Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
336,Hyundai i20 Magna 1.2,2015,359332.763569514,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
337,Mercedes-Benz New C-Class 220 CDI AT,2013,1696584.4845675358,25000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5.0
338,Maruti Alto LX BSIII,2007,106224.89547730936,110000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
339,Tata Manza Aqua Quadrajet,2011,240682.91295653168,97343,Diesel,Dealer,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0
340,Mahindra XUV500 W8 4WD,2011,529267.367433721,80000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
341,Maruti Ritz VDi,2012,349782.23930757033,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0
342,Hyundai i10 Magna,2012,276736.6323653495,27000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
343,Maruti Swift VXI Deca,2016,433665.2346356957,32000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
344,Mahindra Scorpio M2DI,2011,380115.34159535647,80000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0
345,Tata Manza Aura Quadrajet BS IV,2012,250679.0880909526,86000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0
346,Hyundai Santro Asta BSIV,2018,501600.76005913207,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0
347,Maruti Wagon R LXI BSIII,2006,124508.72364928896,100000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0
348,Hyundai Verna 1.6 SX CRDi (O),2014,680584.7075948933,29340,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
349,Maruti Alto 800 Base,2015,209810.78419935034,50000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
350,Tata Hexa XT,2017,999498.0431338712,45000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
351,Maruti Ciaz S 1.3,2017,768262.6175486022,47747,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
352,Tata Zest Quadrajet 1.3 75PS XE,2019,635662.0338142443,15000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
353,Mahindra Bolero SLE,2009,244355.54149434748,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
354,Mahindra Bolero SLX,2011,294744.95949898084,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
355,Hyundai Verna CRDi SX ABS,2009,312966.12030826096,90000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0
356,Tata Indigo eCS GLS,2013,137678.00501877547,120000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0
357,Hyundai i20 Diesel Asta Option,2014,505415.22498467506,76000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
358,Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1949512.004897514,33019,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0
359,Mahindra TUV 300 T8,2015,522532.5991270545,110000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
360,Maruti Alto K10 VXI,2017,431752.0480250662,3564,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
361,Hyundai Elantra S,2016,748227.2262562364,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0
362,Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,457815.7842946591,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2835 CC,116.9 bhp,292Nm@ 2000rpm,6.0
363,Maruti Celerio X ZXI BSIV,2019,655264.0032957603,7000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0
364,Mercedes-Benz GLA Class 200 CDI SPORT,2017,2392044.857539516,23000,Diesel,Dealer,Automatic,First Owner,17.9 kmpl,2143 CC,136 bhp,300Nm@ 1600-3000rpm,5.0
365,Datsun GO Plus T BSIV,2016,268265.9134527419,70000,Petrol,Individual,Manual,Second Owner,19.44 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7.0
366,Renault KWID RXT,2016,284576.44714417076,66693,Petrol,Dealer,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
367,Maruti Alto 800 LXI,2018,381803.63164042647,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
368,Mahindra Bolero 2011-2019 SLX,2012,358191.63286663714,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
369,Maruti Baleno Alpha 1.3,2018,817883.6829340728,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
370,Hyundai EON LPG Era Plus,2012,235145.76474298548,120000,LPG,Individual,Manual,First Owner,21.1 km/kg,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
371,Mahindra Scorpio 2.6 CRDe,2006,310068.2809461921,120000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
372,Toyota Etios G,2011,324527.68455180177,110000,Petrol,Individual,Manual,First Owner,17.6 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0
373,Maruti Baleno RS 1.0 Petrol,2018,708392.0587904549,15000,Petrol,Individual,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,150Nm@ 1700-4500rpm,5.0
374,Renault Duster 110PS Diesel RxL,2015,523789.8680267656,136000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
375,Ford Figo Diesel Titanium,2011,211716.45616882044,103000,Diesel,Individual,Manual,Third Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
376,Maruti Ciaz VXi Plus,2015,436413.11345353036,26000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5.0
377,Honda City i DTec V,2014,586709.2831771151,72000,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
378,Hyundai Santro Sportz BSIV,2018,510233.9615826093,7800,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0
379,Honda City i VTEC VX Option BL,2016,610056.1170229859,22000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
380,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,710971.5305379399,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
381,Maruti 800 Std,2000,46086.37778669183,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
382,Maruti Alto LXi,2009,136697.87086077835,54000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
383,Skoda Rapid 1.5 TDI Elegance,2015,493827.86971719237,101500,Diesel,Individual,Manual,Second Owner,21.14 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0
384,Volvo V40 D3 R-Design,2018,2898299.3313818835,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
385,Hyundai Xcent 1.1 CRDi Base,2015,456634.4780351995,55000,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
386,Lexus ES 300h,2019,3656591.2623939854,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
387,Mahindra XUV500 W10 2WD,2015,855190.6564220918,110000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
388,Mahindra Scorpio SLE BSIV,2011,445402.7552154928,110000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
389,Mahindra Scorpio S4 Plus,2017,1081909.0050782624,52236,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
390,Maruti Alto K10 VXI AGS,2015,309466.6222380644,38000,Petrol,Individual,Automatic,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
391,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,638489.5161250795,126000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0
392,Tata Safari Storme EX,2015,658668.0626971823,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
393,Maruti Swift Dzire ZDI,2012,309096.1420977336,100000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
394,Tata Sumo SE,2002,223986.73367790392,120000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,83.1 bhp,250Nm@ 1600-2000rpm,7.0
395,Maruti Zen Estilo 1.1 LX BSIII,2007,147292.64862748006,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5.0
396,Skoda Rapid 1.6 MPI AT Elegance,2016,539105.1345243193,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
397,Maruti Celerio ZXI,2015,310794.8173768296,60000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
398,Maruti Swift LDI BSIV,2014,421745.8148989387,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
399,Tata Nexon 1.5 Revotorq XZA Plus,2019,946709.387470978,10000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0
400,Tata Indigo CS eLX BS IV,2011,193657.37847951782,120000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
401,Maruti Ertiga SHVS ZDI Plus,2016,730837.3658348914,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
402,Maruti 800 AC,1999,48919.20604581672,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
403,Maruti Alto 800 LXI,2014,202297.3835833937,43381,Petrol,Dealer,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
404,Hyundai Verna 1.4 CRDi,2016,631961.3710757337,40000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5.0
405,Tata Nano Cx BSIV,2010,52441.47869014688,50000,Petrol,Individual,Manual,Third Owner,26.0 kmpl,624 CC,35 bhp,"48@ 3,000+/-500(NM@ rpm)",4.0
406,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1084922.7480614875,3500,Petrol,Dealer,Automatic,First Owner,18.15 kmpl,998 CC,118.35 bhp,171.6Nm@ 1500-4000rpm,5.0
407,Ford Figo Petrol EXI,2010,186933.78872811934,30000,Petrol,Individual,Manual,First Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0
408,Maruti Swift Ldi BSIII,2008,240643.6140956682,152500,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
409,Tata Nexon 1.5 Revotorq XM,2018,685717.8326104955,9500,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0
410,Maruti Alto LXi BSIII,2005,113981.40255167827,49455,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
411,Hyundai i20 1.4 CRDi Era,2010,295077.66376552416,90000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
412,Maruti Eeco 7 Seater Standard BSIV,2016,344705.0798577539,100000,Petrol,Individual,Manual,Third Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0
413,Ford Ikon 1.6 Really Sport,2003,138924.17102655437,80000,Petrol,Individual,Manual,Third Owner,14.2 kmpl,1597 CC,92 bhp,130@ 2500(kgm@ rpm),5.0
414,Tata Indica Vista TDI LS,2012,171560.1973535986,90000,Diesel,Individual,Manual,Third Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0
415,Mahindra XUV300 W8 Option BSIV,2019,847563.3452715226,16500,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm,5.0
416,Maruti Swift Dzire VDI,2014,356563.38566787087,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
417,Mahindra Bolero 2011-2019 SLX,2014,404027.11619164795,65000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
418,Maruti Vitara Brezza ZDi Plus,2017,709684.2738564044,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
419,Maruti SX4 ZXI MT BSIV Leather,2010,255640.4190776593,155000,Petrol,Individual,Manual,Second Owner,15.5 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0
420,Toyota Fortuner 3.0 Diesel,2012,1307396.8335457237,129627,Diesel,Dealer,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
421,Volkswagen Vento Diesel Highline,2012,387708.0294825625,120000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
422,Ford Figo Diesel EXI,2012,281531.3389892419,54000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
423,Maruti Alto LX,2005,81804.20531070056,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
424,Tata Indica Vista Quadrajet VX Tech,2014,252574.91736416047,120000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
425,Tata Indica V2 DLS,2007,96140.78944556702,120000,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
426,Mahindra XUV500 W8 4WD,2015,803373.2363734471,173000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
427,Mahindra Scorpio LX,2011,509284.3055767786,80000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0
428,Maruti Wagon R VXI BS IV,2013,227733.1382274965,57000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
429,Maruti Wagon R VXI BS IV,2015,307398.4008057456,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
430,Hyundai Xcent 1.2 VTVT E,2019,726935.3381186234,60000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
431,Honda Jazz VX,2016,492387.1557670342,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
432,Tata Tiago 1.2 Revotron XZ,2017,323371.83432600053,42000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
433,Maruti Alto LX,2006,119667.64739338015,42500,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
434,Maruti Baleno Delta 1.2,2017,502658.64447661745,46000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
435,Honda Brio S MT,2014,324407.4023406026,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
436,Chevrolet Cruze LTZ,2011,440451.225807605,100000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0
437,Renault Koleos 2.0 Diesel,2013,697942.3625849184,75010,Diesel,Dealer,Automatic,First Owner,13.73 kmpl,1995 CC,148 bhp,320Nm@ 2000rpm,5.0
438,Tata Aria Pride,2013,465148.69885126635,110000,Diesel,Individual,Manual,Second Owner,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
439,Hyundai Creta 1.4 CRDi Base,2017,687277.7357988589,60000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0
440,Volvo XC40 D4 Inscription BSIV,2019,3840705.3350591706,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
441,Mahindra Bolero DI BSIII,2011,240222.443743688,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
442,Maruti Alto 800 LXI,2020,764706.0972384894,5000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
443,Hyundai EON Magna Plus,2012,168961.67418776068,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
444,Maruti Wagon R LX BSIII,2008,132289.12587512858,100000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0
445,Audi A6 2.0 TDI Premium Plus,2013,1353737.617805328,35000,Diesel,Individual,Automatic,Second Owner,17.68 kmpl,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5.0
446,Maruti Ertiga SHVS ZDI Plus,2016,660743.5844094469,54000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
447,Mahindra TUV 300 T8,2017,741090.7628114291,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
448,Mercedes-Benz E-Class E 250 Elegance,2010,1109525.6676593688,35000,Petrol,Individual,Automatic,Second Owner,10.93 kmpl,2497 CC,204 bhp,245Nm@ 5000rpm,5.0
449,Hyundai EON Era Plus,2017,337972.326386991,8000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
450,Honda City i DTec E,2016,683798.0891411431,80000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
451,Hyundai Verna VTVT 1.6 SX,2019,1104511.195381468,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0
452,Hyundai Accent Executive,2011,280807.6231584219,70000,Petrol,Individual,Manual,First Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5.0
